chr,chr_num,start,end,strand,gene_name,order,gene_symbol,gene_class
chr1,1,4472156,4484747,+,ENSG00000235054,1_FANTOM,RP5-1166F10.1,noncoding_lncRNA_intergenic
chr1,1,4611795,4612205,-,ENSG00000227169,2_ensembl,RP1-37J18.1,noncoding_lncRNA_lincRNA
chr1,1,4631564,4653707,+,ENSG00000232596,1_FANTOM,RP1-37J18.2,noncoding_lncRNA_intergenic
chr1,1,4663757,4668883,+,CATG00000117923,1_FANTOM,CATG00000117923.1,noncoding_lncRNA_intergenic
chr1,1,4692999,4695703,+,CATG00000118061,1_FANTOM,CATG00000118061.1,noncoding_lncRNA_intergenic
chr1,1,4712534,4714578,-,CATG00000044524,1_FANTOM,CATG00000044524.1,noncoding_lncRNA_divergent
chr1,1,4714669,4852594,+,ENSG00000196581,1_FANTOM,AJAP1,protein_coding
chr1,1,4728564,4729533,-,CATG00000044538,1_FANTOM,CATG00000044538.1,noncoding_lncRNA_noncoding_antisense
chr1,1,4789683,4796469,-,CATG00000044544,1_FANTOM,CATG00000044544.1,noncoding_lncRNA_noncoding_antisense
chr1,1,5017478,5023235,-,CATG00000044552,1_FANTOM,CATG00000044552.1,noncoding_lncRNA_intergenic
chr1,1,5058045,5081519,+,CATG00000000569,1_FANTOM,CATG00000000569.1,noncoding_lncRNA_intergenic
chr1,1,5146519,5150959,-,ENSG00000231510,2_ensembl,RP11-542C10.1,noncoding_lncRNA_lincRNA
chr1,1,5355747,5381044,-,CATG00000044649,1_FANTOM,CATG00000044649.1,protein_coding
chr1,1,5452818,5483227,-,CATG00000044667,1_FANTOM,CATG00000044667.1,protein_coding
chr1,1,5553038,5554734,+,ENSG00000260972,1_FANTOM,RP1-58B11.1,noncoding_lncRNA_intergenic
chr1,1,5624131,5624203,+,ENSG00000264341,2_ensembl,MIR4417,noncoding_miRNA
chr1,1,5633689,5812382,-,ENSG00000236948,1_FANTOM,RP11-154H17.1,noncoding_lncRNA_intergenic
chr1,1,5828292,5831528,-,CATG00000044753,1_FANTOM,CATG00000044753.1,noncoding_lncRNA_intergenic
chr1,1,5875931,5876019,-,ENSG00000216045,2_ensembl,AL356693.1,noncoding_miRNA
chr1,1,5910737,6053777,-,ENSG00000131697,1_FANTOM,NPHP4,protein_coding
chr1,1,5922732,5922801,-,ENSG00000264101,2_ensembl,MIR4689,noncoding_miRNA
chr1,1,5953899,5953984,-,ENSG00000266687,2_ensembl,AL356261.1,noncoding_miRNA
chr1,1,6051526,6165483,+,ENSG00000069424,1_FANTOM,KCNAB2,protein_coding
chr1,1,6063083,6063270,+,CATG00000001608,1_FANTOM,CATG00000001608.1,noncoding_short_ncRNA
chr1,1,6083930,6086221,-,CATG00000044822,1_FANTOM,CATG00000044822.1,protein_coding
chr1,1,6100630,6101399,-,ENSG00000268332,2_ensembl,AL035406.1,protein_coding
chr1,1,6160804,6240371,-,ENSG00000116254,1_FANTOM,CHD5,protein_coding
chr1,1,6238879,6245110,+,CATG00000002314,1_FANTOM,CATG00000002314.1,noncoding_lncRNA_intergenic
chr1,1,6240351,6269536,-,ENSG00000116251,1_FANTOM,RPL22,protein_coding
chr1,1,6264900,6266092,-,ENSG00000226944,1_FANTOM,RP1-120G22.11,noncoding_lncRNA_divergent
chr1,1,6265452,6289467,+,ENSG00000158286,1_FANTOM,RNF207,protein_coding
chr1,1,6281020,6296024,-,ENSG00000116237,1_FANTOM,ICMT,protein_coding
chr1,1,6296246,6301717,+,ENSG00000225077,1_FANTOM,LINC00337,noncoding_lncRNA_divergent
chr1,1,6301920,6310649,+,ENSG00000173673,1_FANTOM,HES3,protein_coding
chr1,1,6306253,6321158,-,ENSG00000158292,1_FANTOM,GPR153,protein_coding
chr1,1,6314615,6314923,+,CATG00000002697,1_FANTOM,CATG00000002697.1,noncoding_lncRNA_divergent
chr1,1,6322035,6453827,-,ENSG00000097021,1_FANTOM,ACOT7,protein_coding
chr1,1,6324488,6324757,+,CATG00000002831,1_FANTOM,CATG00000002831.1,noncoding_lncRNA_noncoding_antisense
chr1,1,6414883,6447419,-,CATG00000045030,1_FANTOM,CATG00000045030.1,noncoding_lncRNA_noncoding_sense_intronic
chr1,1,6453595,6460354,+,ENSG00000271746,1_FANTOM,RP1-202O8.3,noncoding_lncRNA_divergent
chr1,1,6472478,6484721,-,ENSG00000069812,1_FANTOM,HES2,protein_coding
chr1,1,6484836,6530664,+,ENSG00000187017,1_FANTOM,ESPN,protein_coding
chr1,1,6489894,6489956,-,ENSG00000265392,2_ensembl,MIR4252,noncoding_miRNA
chr1,1,6503094,6507066,-,ENSG00000231868,2_ensembl,RP1-202O8.2,noncoding_antisense
chr1,1,6516079,6528593,-,ENSG00000215788,1_FANTOM,TNFRSF25,protein_coding
chr1,1,6526152,6580122,-,ENSG00000171680,1_FANTOM,PLEKHG5,protein_coding
chr1,1,6545106,6556444,+,CATG00000003734,1_FANTOM,CATG00000003734.1,noncoding_lncRNA_divergent
chr1,1,6580793,6614573,-,ENSG00000162408,1_FANTOM,NOL9,protein_coding
chr1,1,6600914,6601024,+,ENSG00000253022,2_ensembl,RNU6-731P,noncoding_snRNA
chr1,1,6607965,6608679,+,ENSG00000229519,2_ensembl,RP11-58A11.2,noncoding_pseudogene
chr1,1,6615367,6639817,+,ENSG00000173662,1_FANTOM,TAS1R1,protein_coding
chr1,1,6627734,6639843,-,CATG00000045106,1_FANTOM,CATG00000045106.1,noncoding_lncRNA_divergent
chr1,1,6638507,6674766,-,ENSG00000162413,1_FANTOM,KLHL21,protein_coding
chr1,1,6640056,6649428,+,ENSG00000204859,1_FANTOM,ZBTB48,protein_coding
chr1,1,6663213,6665864,+,CATG00000004170,1_FANTOM,CATG00000004170.1,noncoding_lncRNA_divergent
chr1,1,6673791,6684479,+,ENSG00000116273,1_FANTOM,PHF13,protein_coding
chr1,1,6684930,6695961,+,ENSG00000041988,1_FANTOM,THAP3,protein_coding
chr1,1,6690784,6761866,-,ENSG00000007923,1_FANTOM,DNAJC11,protein_coding
chr1,1,6762024,6763448,+,CATG00000004533,1_FANTOM,CATG00000004533.1,noncoding_lncRNA_divergent
chr1,1,6784733,6790072,+,ENSG00000228750,1_FANTOM,RP11-242F24.1,noncoding_lncRNA_intergenic
chr1,1,6812779,6812881,+,ENSG00000239166,2_ensembl,snoU13,noncoding_snoRNA
chr1,1,6841149,6845042,-,ENSG00000237436,1_FANTOM,RP11-312B8.1,noncoding_lncRNA_divergent
chr1,1,6845514,7830301,+,ENSG00000171735,1_FANTOM,CAMTA1,protein_coding
chr1,1,6894349,6901636,+,CATG00000004815,1_FANTOM,CATG00000004815.1,noncoding_lncRNA_divergent
chr1,1,6894393,6894690,-,ENSG00000227950,1_FANTOM,RP11-312B8.2,noncoding_pseudogene
chr1,1,6997077,6998343,+,CATG00000004816,1_FANTOM,CATG00000004816.1,noncoding_lncRNA_noncoding_sense_intronic
chr1,1,7068436,7074339,-,ENSG00000237365,2_ensembl,RP11-334N17.1,noncoding_antisense
chr1,1,7187332,7188889,+,CATG00000004823,1_FANTOM,CATG00000004823.1,noncoding_lncRNA_noncoding_sense_intronic
chr1,1,7206769,7208431,+,CATG00000004825,1_FANTOM,CATG00000004825.1,protein_coding
chr1,1,7279422,7279584,+,ENSG00000207056,1_FANTOM,RNU1-8P,noncoding_small_RNA
chr1,1,7337847,7338713,+,CATG00000004831,1_FANTOM,CATG00000004831.1,noncoding_sense_overlap_RNA
chr1,1,7372660,7379049,+,CATG00000004834,1_FANTOM,CATG00000004834.1,noncoding_lncRNA_noncoding_sense_intronic
chr1,1,7429003,7430331,+,ENSG00000237402,2_ensembl,CAMTA1-IT1,noncoding_sense_intronic
chr1,1,7439371,7449969,-,ENSG00000237728,1_FANTOM,RP3-453P22.2,noncoding_lncRNA_noncoding_antisense
chr1,1,7498005,7507903,-,ENSG00000225126,1_FANTOM,RP4-549F15.1,noncoding_lncRNA_noncoding_antisense
chr1,1,7547231,7551307,-,CATG00000045327,1_FANTOM,CATG00000045327.1,noncoding_lncRNA_noncoding_antisense
chr1,1,7566431,7567514,+,CATG00000004844,1_FANTOM,CATG00000004844.1,noncoding_lncRNA_noncoding_sense_intronic
chr1,1,7628034,7630028,+,CATG00000004846,1_FANTOM,CATG00000004846.1,protein_coding
chr1,1,7674893,7681336,-,CATG00000045350,1_FANTOM,CATG00000045350.1,noncoding_lncRNA_noncoding_antisense
chr1,1,7753069,7765534,-,CATG00000045390,1_FANTOM,CATG00000045390.1,protein_coding
chr1,1,7753184,7754904,-,ENSG00000270171,2_ensembl,RP11-338N10.1,noncoding_lncRNA_lincRNA
chr1,1,7758363,7758932,-,ENSG00000270035,2_ensembl,RP11-338N10.2,noncoding_lncRNA_lincRNA
chr1,1,7760764,7761030,-,ENSG00000269978,2_ensembl,RP11-338N10.3,noncoding_lncRNA_lincRNA
chr1,1,7830055,7831208,-,CATG00000045402,1_FANTOM,CATG00000045402.1,noncoding_lncRNA_divergent
chr1,1,7831356,7841518,+,ENSG00000049245,1_FANTOM,VAMP3,protein_coding
chr1,1,7836443,7836835,+,ENSG00000269925,2_ensembl,RP3-467L1.6,noncoding_sense_intronic
chr1,1,7839474,7843557,-,CATG00000045457,1_FANTOM,CATG00000045457.1,noncoding_lncRNA_divergent
chr1,1,7844355,7907018,+,ENSG00000049246,1_FANTOM,PER3,protein_coding
chr1,1,7860921,7887402,-,ENSG00000236266,1_FANTOM,RP3-467L1.4,noncoding_lncRNA_divergent
chr1,1,7902697,7973309,-,ENSG00000049247,1_FANTOM,UTS2,protein_coding
chr1,1,7974600,8005078,-,ENSG00000049249,1_FANTOM,TNFRSF9,protein_coding
chr1,1,8001066,8001661,+,CATG00000006009,1_FANTOM,CATG00000006009.1,noncoding_lncRNA_divergent
chr1,1,8002532,8002786,+,ENSG00000270330,1_FANTOM,RP5-892F13.2,noncoding_pseudogene
chr1,1,8013352,8014247,-,CATG00000045522,1_FANTOM,CATG00000045522.1,noncoding_lncRNA_divergent
chr1,1,8014350,8050989,+,ENSG00000116288,1_FANTOM,PARK7,protein_coding
chr1,1,8042941,8043043,-,ENSG00000200344,2_ensembl,Y_RNA,noncoding_misc_RNA
chr1,1,8059112,8088123,-,ENSG00000116285,1_FANTOM,ERRFI1,protein_coding
chr1,1,8086553,8309069,+,ENSG00000238290,1_FANTOM,RP11-431K24.1,noncoding_lncRNA_divergent
chr1,1,8110653,8121438,-,ENSG00000232848,1_FANTOM,CTA-215D11.4,noncoding_pseudogene
chr1,1,8121564,8122634,+,CATG00000006780,1_FANTOM,CATG00000006780.1,noncoding_lncRNA_divergent
chr1,1,8130549,8131415,+,CATG00000006781,1_FANTOM,CATG00000006781.1,noncoding_lncRNA_noncoding_sense_intronic
chr1,1,8173501,8174288,+,CATG00000006786,1_FANTOM,CATG00000006786.1,noncoding_lncRNA_noncoding_sense_intronic
chr1,1,8186272,8187582,-,CATG00000045682,1_FANTOM,CATG00000045682.1,noncoding_lncRNA_intergenic
chr1,1,8194441,8208126,-,CATG00000045680,1_FANTOM,CATG00000045680.1,noncoding_lncRNA_intergenic
chr1,1,8198021,8199471,+,CATG00000006787,1_FANTOM,CATG00000006787.1,noncoding_lncRNA_intergenic
chr1,1,8251753,8252780,+,ENSG00000229305,1_FANTOM,RP11-431K24.2,noncoding_pseudogene
chr1,1,8266494,8266655,-,ENSG00000200975,1_FANTOM,RNU1-7P,noncoding_small_RNA
chr1,1,8268732,8275270,+,ENSG00000227634,2_ensembl,RP11-431K24.3,noncoding_lncRNA_lincRNA
chr1,1,8278250,8280589,-,ENSG00000233645,2_ensembl,RP11-431K24.4,noncoding_lncRNA_lincRNA
chr1,1,8319962,8358497,+,CATG00000007143,1_FANTOM,CATG00000007143.1,noncoding_lncRNA_intergenic
chr1,1,8335184,8335438,-,ENSG00000265414,2_ensembl,RN7SL729P,noncoding_misc_RNA
chr1,1,8352217,8352323,-,ENSG00000251977,2_ensembl,RNU6-991P,noncoding_snRNA
chr1,1,8378174,8405221,+,ENSG00000162426,1_FANTOM,SLC45A1,protein_coding
chr1,1,8383590,8384559,-,CATG00000045773,1_FANTOM,CATG00000045773.1,noncoding_lncRNA_divergent
chr1,1,8388127,8388239,+,ENSG00000252254,2_ensembl,Y_RNA,noncoding_misc_RNA
chr1,1,8412352,8908959,-,ENSG00000142599,1_FANTOM,RERE,protein_coding
chr1,1,8412468,8417550,+,CATG00000007455,1_FANTOM,CATG00000007455.1,protein_coding
chr1,1,8427031,8429491,-,CATG00000045926,1_FANTOM,CATG00000045926.1,noncoding_sense_overlap_RNA
chr1,1,8483518,8495851,+,ENSG00000232912,1_FANTOM,RP5-1115A15.1,noncoding_lncRNA_divergent
chr1,1,8571854,8571978,-,ENSG00000221083,2_ensembl,SNORA77,noncoding_snoRNA
chr1,1,8572712,8573080,+,ENSG00000270282,2_ensembl,RP5-1115A15.2,noncoding_pseudogene
chr1,1,8661100,8664822,-,CATG00000045932,1_FANTOM,CATG00000045932.1,noncoding_lncRNA_noncoding_sense_intronic
chr1,1,8810466,8847412,+,ENSG00000234619,1_FANTOM,RP4-633I8.1,noncoding_pseudogene
chr1,1,8846270,8846972,-,ENSG00000224315,2_ensembl,RPL7P7,noncoding_pseudogene
chr1,1,8856633,8856731,-,ENSG00000222511,2_ensembl,Y_RNA,noncoding_misc_RNA
chr1,1,8858497,8859565,+,ENSG00000226545,1_FANTOM,RP4-633I8.3,noncoding_pseudogene
chr1,1,8865919,8867110,-,ENSG00000228423,2_ensembl,RP4-633I8.4,noncoding_lncRNA_lincRNA
chr1,1,8877381,8878745,+,CATG00000008381,1_FANTOM,CATG00000008381.1,noncoding_lncRNA_divergent
chr1,1,8891066,8891434,+,ENSG00000229716,2_ensembl,RP11-185B14.1,noncoding_pseudogene
chr1,1,8914059,8940144,-,ENSG00000074800,1_FANTOM,ENO1,protein_coding
chr1,1,8921191,8925539,+,CATG00000008775,1_FANTOM,CATG00000008775.1,noncoding_lncRNA_divergent
chr1,1,8926438,8946025,+,ENSG00000230679,1_FANTOM,ENO1-AS1,noncoding_lncRNA_divergent
chr1,1,8932640,8933582,-,CATG00000045972,1_FANTOM,CATG00000045972.1,noncoding_lncRNA_noncoding_sense_intronic
chr1,1,8935847,8938087,-,ENSG00000236269,1_FANTOM,ENO1-IT1,noncoding_lncRNA_noncoding_sense_intronic
chr1,1,8943486,8943592,-,ENSG00000201725,2_ensembl,RNU6-304P,noncoding_snRNA
chr1,1,8953468,8954210,+,ENSG00000238249,1_FANTOM,HMGN2P17,noncoding_pseudogene
chr1,1,8963475,8986933,-,ENSG00000232208,1_FANTOM,RP3-477M7.5,noncoding_pseudogene
chr1,1,8969801,8969963,+,ENSG00000232663,2_ensembl,RP3-477M7.6,noncoding_pseudogene
chr1,1,8983214,9035325,+,ENSG00000131686,1_FANTOM,CA6,protein_coding
chr1,1,9018577,9031337,-,CATG00000046061,1_FANTOM,CATG00000046061.1,noncoding_lncRNA_noncoding_antisense
chr1,1,9039637,9039933,-,ENSG00000265141,2_ensembl,RN7SL451P,noncoding_misc_RNA
chr1,1,9052227,9086482,-,ENSG00000197241,1_FANTOM,SLC2A7,protein_coding
chr1,1,9089467,9089858,+,CATG00000009477,1_FANTOM,CATG00000009477.1,noncoding_lncRNA_intergenic
chr1,1,9095078,9148502,-,ENSG00000142583,1_FANTOM,SLC2A5,protein_coding
chr1,1,9142755,9142938,+,ENSG00000252404,2_ensembl,SCARNA16,noncoding_snoRNA
chr1,1,9160347,9242977,-,ENSG00000180758,1_FANTOM,GPR157,protein_coding
chr1,1,9204110,9258764,-,ENSG00000207865,1_FANTOM,MIR34A,noncoding_small_RNA
chr1,1,9204110,9262692,-,ENSG00000228526,1_FANTOM,RP3-510D11.1,noncoding_lncRNA_intergenic
chr1,1,9241577,9263788,+,ENSG00000234546,1_FANTOM,RP3-510D11.2,noncoding_lncRNA_divergent
chr1,1,9293243,9294666,-,CATG00000046120,1_FANTOM,CATG00000046120.1,noncoding_lncRNA_divergent
chr1,1,9293636,9335160,+,ENSG00000049239,1_FANTOM,H6PD,protein_coding
chr1,1,9338450,9338592,+,ENSG00000252841,2_ensembl,Z98044.1,noncoding_miRNA
chr1,1,9351536,9352744,-,CATG00000046148,1_FANTOM,CATG00000046148.1,noncoding_lncRNA_divergent
chr1,1,9352159,9439747,+,ENSG00000171621,1_FANTOM,SPSB1,protein_coding
chr1,1,9367007,9368379,+,CATG00000011130,1_FANTOM,CATG00000011130.1,noncoding_lncRNA_noncoding_sense_intronic
chr1,1,9431011,9515923,-,ENSG00000252956,1_FANTOM,RNA5SP40,structural_RNA
chr1,1,9486786,9509876,+,CATG00000011429,1_FANTOM,CATG00000011429.1,noncoding_lncRNA_intergenic
chr1,1,9513257,9514200,-,CATG00000046193,1_FANTOM,CATG00000046193.1,noncoding_sense_overlap_RNA
chr1,1,9560344,9565543,-,ENSG00000235263,1_FANTOM,RP13-392I16.1,noncoding_lncRNA_intergenic
chr1,1,9599524,9649160,+,ENSG00000171612,1_FANTOM,SLC25A33,protein_coding
chr1,1,9636656,9637043,+,ENSG00000231181,1_FANTOM,RP13-15M17.1,noncoding_pseudogene
chr1,1,9648807,9748973,+,ENSG00000188807,1_FANTOM,TMEM201,protein_coding
chr1,1,9687320,9853316,+,ENSG00000171608,1_FANTOM,PIK3CD,protein_coding
chr1,1,9687963,9689475,-,CATG00000046222,1_FANTOM,CATG00000046222.1,noncoding_lncRNA_divergent
chr1,1,9712668,9714633,-,ENSG00000179840,1_FANTOM,C1orf200,protein_coding
chr1,1,9718604,9721750,+,CATG00000011942,1_FANTOM,CATG00000011942.1,noncoding_sense_overlap_RNA
chr1,1,9720886,9722728,-,ENSG00000233268,1_FANTOM,RP11-558F24.2,noncoding_pseudogene
chr1,1,9732460,9749476,-,ENSG00000231789,1_FANTOM,RP11-558F24.4,noncoding_lncRNA_divergent
chr1,1,9741088,9742142,+,CATG00000011943,1_FANTOM,CATG00000011943.1,noncoding_lncRNA_noncoding_sense_intronic
chr1,1,9763927,10003385,-,ENSG00000162441,1_FANTOM,LZIC,protein_coding
chr1,1,9786674,9884018,-,ENSG00000171603,1_FANTOM,CLSTN1,protein_coding
chr1,1,9840896,9841298,+,ENSG00000271264,1_FANTOM,RP11-558F24.6,noncoding_pseudogene
chr1,1,9895270,9895970,-,CATG00000046280,1_FANTOM,CATG00000046280.1,noncoding_lncRNA_intergenic
chr1,1,9906326,9910212,+,ENSG00000223989,1_FANTOM,RP11-84A14.5,noncoding_lncRNA_noncoding_antisense
chr1,1,9908034,9970413,-,ENSG00000178585,1_FANTOM,CTNNBIP1,protein_coding
chr1,1,9910725,9916543,+,CATG00000012310,1_FANTOM,CATG00000012310.1,noncoding_lncRNA_noncoding_antisense
chr1,1,9970627,9971171,+,CATG00000012501,1_FANTOM,CATG00000012501.1,noncoding_lncRNA_divergent
chr1,1,9979503,9979759,+,CATG00000012700,1_FANTOM,CATG00000012700.1,noncoding_lncRNA_intergenic
chr1,1,10002641,10050485,+,ENSG00000173614,1_FANTOM,NMNAT1,protein_coding
chr1,1,10002982,10010032,+,ENSG00000228150,1_FANTOM,RP11-84A14.4,noncoding_lncRNA_divergent
chr1,1,10007376,10007694,+,ENSG00000202415,2_ensembl,RN7SKP269,noncoding_misc_RNA
chr1,1,10027439,10027516,+,ENSG00000265521,2_ensembl,MIR5697,noncoding_miRNA
chr1,1,10043199,10044626,+,ENSG00000241326,2_ensembl,RP11-807G9.2,noncoding_sense_intronic
chr1,1,10057134,10084640,+,ENSG00000162444,1_FANTOM,RBP7,protein_coding
chr1,1,10078085,10078592,-,ENSG00000225786,2_ensembl,AL590639.1,noncoding_pseudogene
chr1,1,10091726,10092643,-,CATG00000046358,1_FANTOM,CATG00000046358.1,noncoding_lncRNA_divergent
chr1,1,10093016,10241844,+,ENSG00000130939,1_FANTOM,UBE4B,protein_coding
chr1,1,10101413,10103046,+,CATG00000013402,1_FANTOM,CATG00000013402.1,noncoding_lncRNA_noncoding_sense_intronic
chr1,1,10114503,10114839,-,ENSG00000224340,2_ensembl,RP11-496H15.2,noncoding_pseudogene
chr1,1,10118729,10119706,+,ENSG00000233623,2_ensembl,PGAM1P11,noncoding_pseudogene
chr1,1,10134004,10137803,+,CATG00000013405,1_FANTOM,CATG00000013405.1,noncoding_lncRNA_noncoding_sense_intronic
chr1,1,10223326,10223432,+,ENSG00000201746,2_ensembl,RNU6-828P,noncoding_snRNA
chr1,1,10248401,10249939,+,CATG00000013791,1_FANTOM,CATG00000013791.1,noncoding_lncRNA_intergenic
chr1,1,10269227,10270389,-,CATG00000046393,1_FANTOM,CATG00000046393.1,noncoding_lncRNA_divergent
chr1,1,10270570,10458612,+,ENSG00000054523,1_FANTOM,KIF1B,protein_coding
chr1,1,10277051,10278824,+,CATG00000014056,1_FANTOM,CATG00000014056.1,noncoding_lncRNA_noncoding_sense_intronic
chr1,1,10287776,10287861,+,ENSG00000264881,2_ensembl,MIR1273D,noncoding_miRNA
chr1,1,10359000,10359130,+,ENSG00000199562,1_FANTOM,RNU6-37P,noncoding_small_RNA
chr1,1,10366523,10366813,+,ENSG00000264501,2_ensembl,RN7SL731P,noncoding_misc_RNA
chr1,1,10433721,10458888,-,CATG00000046418,1_FANTOM,CATG00000046418.1,noncoding_lncRNA_divergent
chr1,1,10450059,10450353,+,ENSG00000265945,2_ensembl,RN7SL721P,noncoding_misc_RNA
chr1,1,10458585,10480671,+,ENSG00000142657,1_FANTOM,PGD,protein_coding
chr1,1,10489938,10490726,-,ENSG00000271989,1_FANTOM,RP4-736L20.3,noncoding_lncRNA_divergent
chr1,1,10490510,10512210,+,ENSG00000251503,1_FANTOM,APITD1-CORT,protein_coding
chr1,1,10490510,10523364,+,ENSG00000175279,1_FANTOM,APITD1,protein_coding
chr1,1,10510088,10511959,+,ENSG00000241563,1_FANTOM,CORT,protein_coding
chr1,1,10515781,10532583,-,ENSG00000160049,1_FANTOM,DFFA,protein_coding
chr1,1,10518614,10519395,+,ENSG00000203469,1_FANTOM,RP5-1113E3.3,noncoding_lncRNA_noncoding_antisense
chr1,1,10532381,10831779,+,ENSG00000142655,1_FANTOM,PEX14,protein_coding
chr1,1,10658744,10659425,-,CATG00000046492,1_FANTOM,CATG00000046492.1,noncoding_lncRNA_divergent
chr1,1,10676893,10677170,+,ENSG00000243267,2_ensembl,RN7SL614P,noncoding_misc_RNA
chr1,1,10683296,10690254,-,CATG00000046569,1_FANTOM,CATG00000046569.1,protein_coding
chr1,1,10696348,10856701,-,ENSG00000130940,1_FANTOM,CASZ1,protein_coding
chr1,1,10699265,10714390,+,ENSG00000272078,1_FANTOM,RP4-734G22.3,noncoding_lncRNA_noncoding_antisense
chr1,1,10722163,10723190,+,CATG00000014616,1_FANTOM,CATG00000014616.1,protein_coding
chr1,1,10822874,10855707,-,CATG00000046598,1_FANTOM,CATG00000046598.1,noncoding_lncRNA_noncoding_sense_intronic
chr1,1,10875491,10875923,+,CATG00000014764,1_FANTOM,CATG00000014764.1,noncoding_lncRNA_intergenic
chr1,1,10955818,10956055,+,ENSG00000225158,2_ensembl,HSPE1P24,noncoding_pseudogene
chr1,1,10960567,10965235,+,CATG00000015125,1_FANTOM,CATG00000015125.1,protein_coding
chr1,1,10967612,10980429,-,CATG00000046685,1_FANTOM,CATG00000046685.1,noncoding_lncRNA_intergenic
chr1,1,11006288,11042133,-,ENSG00000175262,1_FANTOM,C1orf127,protein_coding
chr1,1,11024931,11025790,-,CATG00000046691,1_FANTOM,CATG00000046691.1,noncoding_lncRNA_noncoding_sense_intronic
chr1,1,11051035,11051854,-,ENSG00000215785,2_ensembl,CFL1P6,noncoding_pseudogene
chr1,1,11058233,11058320,-,ENSG00000264181,2_ensembl,AL713997.1,noncoding_miRNA
chr1,1,11059919,11060002,-,ENSG00000207213,2_ensembl,Y_RNA,noncoding_misc_RNA
chr1,1,11071037,11073107,-,CATG00000046764,1_FANTOM,CATG00000046764.1,noncoding_lncRNA_divergent
chr1,1,11072414,11091419,+,ENSG00000120948,1_FANTOM,TARDBP,protein_coding
chr1,1,11085005,11107296,-,ENSG00000009724,1_FANTOM,MASP2,protein_coding
chr1,1,11089716,11090585,+,ENSG00000271895,1_FANTOM,RP4-635E18.8,noncoding_lncRNA_noncoding_antisense
chr1,1,11109840,11120075,-,ENSG00000116649,1_FANTOM,SRM,protein_coding
chr1,1,11114722,11116154,+,CATG00000016066,1_FANTOM,CATG00000016066.1,protein_coding
chr1,1,11120345,11126327,+,CATG00000016561,1_FANTOM,CATG00000016561.1,noncoding_lncRNA_divergent
chr1,1,11126675,11159908,-,ENSG00000171824,1_FANTOM,EXOSC10,protein_coding
chr1,1,11128528,11133154,+,ENSG00000226849,1_FANTOM,RP4-635E18.7,noncoding_lncRNA_noncoding_antisense
chr1,1,11159487,11162157,+,ENSG00000230337,1_FANTOM,RP4-635E18.6,noncoding_lncRNA_divergent
chr1,1,11166300,11333489,-,ENSG00000198793,1_FANTOM,MTOR,protein_coding
chr1,1,11203955,11209594,+,ENSG00000225602,2_ensembl,MTOR-AS1,noncoding_antisense
chr1,1,11212407,11212509,+,ENSG00000253086,2_ensembl,RNU6-537P,noncoding_snRNA
chr1,1,11229564,11229670,-,ENSG00000271794,2_ensembl,snoU13,noncoding_snoRNA
chr1,1,11249412,11256038,+,ENSG00000171819,1_FANTOM,ANGPTL7,protein_coding
chr1,1,11286311,11286417,+,ENSG00000207451,2_ensembl,RNU6-291P,noncoding_snRNA
chr1,1,11293020,11293169,+,ENSG00000238173,2_ensembl,RPL39P6,noncoding_pseudogene
chr1,1,11303299,11303363,+,CATG00000017843,1_FANTOM,CATG00000017843.1,noncoding_short_ncRNA
chr1,1,11308072,11308123,+,CATG00000017965,1_FANTOM,CATG00000017965.1,noncoding_short_ncRNA
chr1,1,11322874,11323627,+,CATG00000018241,1_FANTOM,CATG00000018241.1,noncoding_lncRNA_divergent
chr1,1,11333265,11425186,+,ENSG00000120942,1_FANTOM,UBIAD1,protein_coding
chr1,1,11335672,11345873,-,ENSG00000238199,1_FANTOM,UBE2V2P3,noncoding_pseudogene
chr1,1,11485314,11485878,-,ENSG00000224338,2_ensembl,RP11-149P14.1,noncoding_pseudogene
chr1,1,11507935,11514269,-,CATG00000046950,1_FANTOM,CATG00000046950.1,noncoding_lncRNA_intergenic
chr1,1,11539212,11597736,+,ENSG00000204624,1_FANTOM,PTCHD2,protein_coding
chr1,1,11556039,11559863,-,CATG00000046961,1_FANTOM,CATG00000046961.1,protein_coding
chr1,1,11631057,11633228,-,CATG00000047011,1_FANTOM,CATG00000047011.1,noncoding_lncRNA_intergenic
chr1,1,11639450,11640245,-,CATG00000047019,1_FANTOM,CATG00000047019.1,noncoding_lncRNA_intergenic
chr1,1,11669588,11673412,+,ENSG00000235643,2_ensembl,RP1-69M21.2,noncoding_lncRNA_lincRNA
chr1,1,11697005,11714890,-,ENSG00000116661,1_FANTOM,FBXO2,protein_coding
chr1,1,11714464,11723819,+,ENSG00000132879,1_FANTOM,FBXO44,protein_coding
